critic,fresh,publication,quote,review_date,imdb,rtid,title
Cody Clark,fresh,Mr. Showbiz,October Sky will go straight to the heart of any man who recalls looking up at the night sky as a boy and getting stars in his eyes.,2000-01-01,132477,10995,October Sky
Roger Ebert,fresh,Chicago Sun-Times,This movie has deep values.,2000-01-01,132477,10995,October Sky
Paul Tatara,fresh,CNN.com,October Sky is a sensational character-driven story with a strong narrative and great visual style.,2000-01-01,132477,10995,October Sky
Bob Fenster,fresh,Arizona Republic,"A must-see for every student, parent and teacher in the country!",2000-01-01,132477,10995,October Sky
,fresh,Entertainment Weekly,,1999-02-19,132477,10995,October Sky
Rita Kempley,fresh,Washington Post,"Office Space, a knowing, somewhat slight, often hilarious sendup of cubicle culture, exploits the yuks in the chronic misery of those routinely exposed to the monotonous gray of corporate minds and company decor.",2013-11-02,151804,13020,Office Space
Kevin Thomas,fresh,Los Angeles Times,The more you peer beneath the surface humor of Office Space the scarier and more serious its vision of contemporary existence becomes.,2013-11-02,151804,13020,Office Space
Michael Sragow,fresh,New Yorker,A hilarious knockdown of corporate culture.,2013-11-02,151804,13020,Office Space
Owen Gleiberman,rotten,Entertainment Weekly,"Office Space feels cramped and underimagined. I think Judge is capable of making an inspired live-action comedy, but next time he'll have to remember to do what he does in his animated ones -- keep the madness popping.",2011-09-07,151804,13020,Office Space
Joe Leydon,fresh,Variety,Frequently uproarious.,2010-03-12,151804,13020,Office Space
David Edelstein,fresh,Slate,"A take-this-job-and-shove-it movie about the crushing malevolence of the corporate environment, it's on the verge of being really good.",2010-03-12,151804,13020,Office Space
Richard Corliss,fresh,TIME Magazine,"Some horrible Monday, why not cut work to see it?",2010-03-12,151804,13020,Office Space
Lisa Alspector,fresh,Chicago Reader,The gags about the daily grind and what happens when a drone forgets how to be submissive make for beautifully low-key satire.,2010-03-12,151804,13020,Office Space
Mick LaSalle,fresh,San Francisco Chronicle,Judge's sense of the ridiculous serves him well.,2002-06-18,151804,13020,Office Space
Rick Groen,rotten,Globe and Mail,"When Peter actively rebels and is ironically rewarded for his efforts by the head honchos, the picture loses its bite -- what began as discomfiting satire soon devolves into silly farce.",2002-03-22,151804,13020,Office Space
Peter Rainer,fresh,New York Magazine/Vulture,"Judge may not be fully aware of how wildly talented he is, which, in a Hollywood culture swarming with talentless blowhards, makes him something of an anomaly.",2000-01-01,151804,13020,Office Space
Paul Clinton (CNN.com),fresh,CNN.com,A nice meat-and-potatoes comedy.,2000-01-01,151804,13020,Office Space
Susan Stark,fresh,Detroit News,"As an update on eternal verities of life near the bottom rung of the corporate ladder, it's both knowing and amusing.",2000-01-01,151804,13020,Office Space
Michael Wilmington,rotten,Chicago Tribune,"Drably shot, unimaginatively written and shallowly acted.",2000-01-01,151804,13020,Office Space
Roger Ebert,fresh,Chicago Sun-Times,The movie's dialogue is smart. It doesn't just chug along making plot points.,2000-01-01,151804,13020,Office Space
Tom Keogh,rotten,Film.com,Grasping and aimless!,2000-01-01,151804,13020,Office Space
James Berardinelli,rotten,ReelViews,Fails to sustain its comic momentum or high energy level.,2000-01-01,151804,13020,Office Space
Stephen Holden,rotten,New York Times,It has the loose-jointed feel of a bunch of sketches packed together into a narrative that doesn't gather much momentum.,2000-01-01,151804,13020,Office Space
Cody Clark,fresh,Mr. Showbiz,"A wily, inventive workplace comedy that's a scream in its finest moments and consistently amusing otherwise!",2000-01-01,151804,13020,Office Space
Andrew O'Hehir,fresh,Salon.com,"Its plot may be a standard-issue office drone's revenge fantasy, but its characters and its nowheresville setting are uncannily realized.",2000-01-01,151804,13020,Office Space
Geoff Andrew,none,Time Out,,2006-06-24,156901,196036617,Sib
,none,Houston Chronicle,,2005-07-21,156901,196036617,Sib
,none,AV Club,,2005-02-28,156901,196036617,Sib
,fresh,Globe and Mail,,2002-07-12,156901,196036617,Sib
Peter Stack,fresh,San Francisco Chronicle,Veracity is undermined by the very idea that the subjects somehow are actors in their own story -- and yet The Apple is still quite touching.,2001-04-03,156901,196036617,Sib
Susan Stark,fresh,Detroit News,,2001-04-03,156901,196036617,Sib
J. Hoberman,none,Village Voice,,2001-04-03,156901,196036617,Sib
Lawrence Van Gelder,fresh,New York Times,Makhmalbaf elicits remarkably unaffected performances.,2001-04-03,156901,196036617,Sib
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,137338,14561,200 Cigarettes
Todd McCarthy,none,Variety,,2009-03-26,137338,14561,200 Cigarettes
Ray Conlogue,rotten,Globe and Mail,There's no sign of the writerly derring-do that is really essential to daisy-chain storytelling.,2002-03-19,137338,14561,200 Cigarettes
Peter Travers,rotten,Rolling Stone,Hit-and-mostly-miss retro comedy.,2001-05-11,137338,14561,200 Cigarettes
Kevin Thomas,fresh,Los Angeles Times,"A light comedy, pure and simple (and hardly unfamiliar), but its makers sustain its energy through the unraveling of an intricate plot and bring to it a certain edge through a witty, sharp sense of observation.",2001-02-14,137338,14561,200 Cigarettes
Susan Stark,rotten,Detroit News,This movie isn't merely disrespectful; it's contemptuous.,2000-01-01,137338,14561,200 Cigarettes
Janet Maslin,fresh,New York Times,It gets by on personality.,2000-01-01,137338,14561,200 Cigarettes
Kevin Maynard,fresh,Mr. Showbiz,"A frequently hilarious, exuberant ensemble comedy!",2000-01-01,137338,14561,200 Cigarettes
Michael Wilmington,fresh,Chicago Tribune,"Director Risa Bramon Garcia and writer Shana Larsen obviously know their history and geography, and they've nailed the feel of the early '80s in the East Village.",2000-01-01,137338,14561,200 Cigarettes
Jessica Winter,rotten,Village Voice,"Nothing much happens, and that's the point, but all this wheel spinning could have used more grease.",2000-01-01,137338,14561,200 Cigarettes
James Berardinelli,rotten,ReelViews,"A tepid affair, distinguished by bland character development, uninspired and insipid dialogue, and a nonexistent plot.",2000-01-01,137338,14561,200 Cigarettes
Chris Vognar,rotten,Dallas Morning News,It feels more like a high-level acting workshop than a narrative film.,2000-01-01,137338,14561,200 Cigarettes
Bob Fenster,rotten,Arizona Republic,You should be able to quash this one with no cravings to ever pick it up again.,2000-01-01,137338,14561,200 Cigarettes
Peter Rainer,rotten,New York Magazine/Vulture,"Everybody vamps and preens as if it were amateur night in SoHo, and a few of the performers, such as Kate Hudson, appear ill-used.",2000-01-01,137338,14561,200 Cigarettes
Ernest Hardy,rotten,Film.com,A movie at odds with itself.,2000-01-01,137338,14561,200 Cigarettes
Desson Thomson,rotten,Washington Post,"A twentysomething comedy with a brain-dead script, unflattering lighting and 16 performers in search of a scriptwriter.",2000-01-01,137338,14561,200 Cigarettes
Mick LaSalle,fresh,San Francisco Chronicle,"A succession of pointed little moments, nicely written by Shana Larsen and acted with comic assurance and sensitivity.",2000-01-01,137338,14561,200 Cigarettes
Roger Ebert,rotten,Chicago Sun-Times,Seeing a film like this helps you to realize that actors are empty vessels waiting to be filled with characters and dialogue.,2000-01-01,137338,14561,200 Cigarettes
Mary Elizabeth Williams,rotten,Salon.com,"Though it has its moments, 200 Cigarettes fails to make an impression because it doesn't have anything new to say about men, women or even Gloria Vanderbilt jeans.",2000-01-01,137338,14561,200 Cigarettes
Paul Clinton (CNN.com),rotten,CNN.com,"Incredibly boring, poorly written, half-conceived, self-serving film.",2000-01-01,137338,14561,200 Cigarettes
Jonathan Rosenbaum,fresh,Chicago Reader,"I can't say I warmed to the results, but I was solidly held for the film's two hours.",2008-09-17,134273,13766,8MM
Derek Elley,rotten,Variety,A movie that keeps jumping the gate and finally unravels all over the floor.,2008-07-22,134273,13766,8MM
Peter Travers,rotten,Rolling Stone,Director Joel Schumacher aims for a psychological depth that the script can't sustain.,2006-11-24,134273,13766,8MM
,rotten,Time Out,"There's no faulting Cage's committed, intense performance, but his slide from professional, internalised concern into personal, self-righteous rage still leaves a nasty aftertaste.",2006-01-26,134273,13766,8MM
Jeff Millar,rotten,Houston Chronicle,Want to know what happens when an A-list director and A-list movie star attach themselves to a direct-to-cable screenplay? This.,2005-07-21,134273,13766,8MM
Peter Rainer,rotten,New York Magazine/Vulture,An exploitation movie about an exploitation movie.,2004-08-07,134273,13766,8MM
Kenneth Turan,rotten,Los Angeles Times,"Given that Schumacher and his cohorts have reasons of their own for wanting to make this film, they may be the only people who end up liking it.",2001-02-14,134273,13766,8MM
Roger Ebert,fresh,Chicago Sun-Times,It is a real film. Not a slick exploitation exercise with all the trappings of depravity but none of the consequences. Not a film where moral issues are forgotten in the excitement of an action climax.,2000-01-01,134273,13766,8MM
Michael Wilmington,rotten,Chicago Tribune,"When it goes serious, it gets silly.",2000-01-01,134273,13766,8MM
Lisa Schwarzbaum,rotten,Entertainment Weekly,"A pointless, violent, torture-or-be-tortured flick!",2000-01-01,134273,13766,8MM
Andrew O'Hehir,rotten,Salon.com,"My advice is get drunk, cook dinner, watch infomercials or do your taxes -- anything to keep those two hours for yourself.",2000-01-01,134273,13766,8MM
Desson Thomson,rotten,Washington Post,In the uncertain zone between dumb and truly twisted.,2000-01-01,134273,13766,8MM
Paul Tatara,rotten,CNN.com,The major reason this film ultimately fails is miscasting.,2000-01-01,134273,13766,8MM
Janet Maslin,rotten,New York Times,"Joel Schumacher's Eight Millimeter delves into the perverse underworld of the pornography business, shocking audiences with the realization that sex and violence can be so dull.",2000-01-01,134273,13766,8MM
Tom Keogh,rotten,Film.com,"There is a plodding, linear development and no semblance of a moral anchor.",2000-01-01,134273,13766,8MM
Michael Atkinson,rotten,Mr. Showbiz,"Preposterous, pretentious.",2000-01-01,134273,13766,8MM
Susan Stark,rotten,Detroit News,Distasteful. Not persuasive.,2000-01-01,134273,13766,8MM
Bob Graham,rotten,San Francisco Chronicle,The idea of snuff films is presented as so obnoxious that it disgusts even the slimiest porn peddlers.,2000-01-01,134273,13766,8MM
Dennis Lim,rotten,Village Voice,"A plodding, doggedly tawdry thriller.",2000-01-01,134273,13766,8MM
James Berardinelli,rotten,ReelViews,"As it is, everything is on screen too long, and the problems are magnified.",2000-01-01,134273,13766,8MM
Lael Loewenstein,none,Variety,,2008-10-18,123209,10244,The Other Sister
,none,Time Out,,2006-01-26,123209,10244,The Other Sister
,none,Houston Chronicle,,2005-07-21,123209,10244,The Other Sister
Jeff Strickler,none,Minneapolis Star Tribune,,2002-11-06,123209,10244,The Other Sister
,rotten,Globe and Mail,,2002-03-22,123209,10244,The Other Sister
Peter Travers,none,Rolling Stone,,2001-05-11,123209,10244,The Other Sister
Kenneth Turan,none,Los Angeles Times,,2001-02-14,123209,10244,The Other Sister
Roger Ebert,rotten,Chicago Sun-Times,"Shameless in its use of mental retardation as a gimmick, a prop and a plot device.",2000-01-01,123209,10244,The Other Sister
Lisa Schwarzbaum,rotten,Entertainment Weekly,There's a word for this vulgar family-therapy movie: retarded.,2000-01-01,123209,10244,The Other Sister
Desson Thomson,rotten,Washington Post,Everything is reduced to a transparent formula. And everyone plays their schematic part.,2000-01-01,123209,10244,The Other Sister
Michael Wilmington,rotten,Chicago Tribune,A neatly wrapped made-for-TV homily!,2000-01-01,123209,10244,The Other Sister
James Berardinelli,rotten,ReelViews,,2000-01-01,123209,10244,The Other Sister
Sean Means,rotten,Film.com,So over-the-top maudlin that it makes Patch Adams and Stepmom look stoic and reserved.,2000-01-01,123209,10244,The Other Sister
Paul Tatara,none,CNN.com,,2000-01-01,123209,10244,The Other Sister
Edward Guthmann,rotten,San Francisco Chronicle,"Never manages more than a glib, TV movie-of- the-week glance at their lives.",2000-01-01,123209,10244,The Other Sister
Janet Maslin,fresh,New York Times,Beautifully acted!,2000-01-01,123209,10244,The Other Sister
Kevin Maynard,fresh,Mr. Showbiz,Mostly works thanks to lead performances.,2000-01-01,123209,10244,The Other Sister
Susan Stark,rotten,Detroit News,Has neither the imagination nor the reach of Forrest Gump.,2000-01-01,123209,10244,The Other Sister
Stanley Kauffmann,none,The New Republic,,2000-01-01,123209,10244,The Other Sister
Dennis Lim,none,Village Voice,,2000-01-01,123209,10244,The Other Sister
Derek Elley,none,Variety,,2008-10-18,120618,14704,Breakfast of Champions
,none,Time Out,,2006-06-24,120618,14704,Breakfast of Champions
,rotten,Globe and Mail,,2002-03-19,120618,14704,Breakfast of Champions
Kevin Thomas,rotten,Los Angeles Times,,2001-02-14,120618,14704,Breakfast of Champions
Michael Atkinson,rotten,Mr. Showbiz,Breakfast of Champions is a spectacular failure.,2000-01-01,120618,14704,Breakfast of Champions
